"","Property ID","Host ID","Listing Title","Property Type","Listing Type","Created Date","Last Scraped Date","Country","State","City","Zipcode","Neighborhood","Metropolitan Statistical Area","Average Daily Rate","Annual Revenue LTM","Occupancy Rate LTM","Number of Bookings LTM","Number of Reviews","Overall Rating","Bedrooms","Bathrooms","Max Guests","Calendar Last Updated","Response Rate","Response Time (min)","Superhost","Cancellation Policy","Security Deposit","Cleaning Fee","Extra People Fee","Published Nightly Rate","Published Monthly Rate","Published Weekly Rate","Check-in Time","Checkout Time","Minimum Stay","Count Reservation Days LTM","Count Available Days LTM","Count Blocked Days LTM","Number of Photos","Business Ready","Instantbook Enabled","Listing URL","Listing Main Image URL","Latitude","Longitude","price_norm","photo_room_ratio"
"308",8131285,17478311,"Modern one bed in Alphabet City","Apartment","Entire home/apt",2015-08-29,2016-10-31,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",138,2070,0.652,4,2,5,1,1,2,2015-11-11,NA,NA,"False","Flexible",129,60,300,189,3612,768,NA,NA,3,15,19,332,6,"False","No","https://www.airbnb.com/rooms/8131285","https://a0.muscache.com/im/pictures/103594851/31c1aacf_original.jpg",40.7257315690012,-73.9792553533254,-11.7251459507618,3
"311",6220514,31617949,"Amazing 3 bedrooms in East Village","Apartment","Entire home/apt",2015-04-29,2016-11-02,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",339.04,38990,0.383,23,18,4,3,1,7,2016-11-02,100,0.02,"False","Strict",NA,100,NA,399,8372,2093,NA,NA,30,115,200,51,9,"False","Yes","https://www.airbnb.com/rooms/6220514","https://a2.muscache.com/im/pictures/77551508/85740899_original.jpg",40.7255147388216,-73.978932900893,33.6911036706361,2.25
"313",6452585,6826449,"Cozy, sunny East Village bedroom","Apartment","Private room",2015-05-17,2016-10-31,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",115,1380,1,1,0,NA,1,1,2,2015-05-22,NA,NA,"False","Flexible",NA,NA,NA,115,3000,780,NA,NA,2,12,0,354,11,"False","No","https://www.airbnb.com/rooms/6452585","https://a2.muscache.com/im/pictures/81048751/f02630f8_original.jpg",40.7267171810254,-73.9851420333811,-42.819023336792,5.5
"317",6954174,1318839,"East Village Rooftop Apartment","Apartment","Private room",2015-06-20,2016-11-02,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",120,1440,0.75,2,9,4.7,1,1,1,2016-03-24,NA,NA,"False","Flexible",NA,NA,NA,120,3360,840,NA,NA,2,12,108,246,7,"False","No","https://www.airbnb.com/rooms/6954174","https://a0.muscache.com/im/pictures/88129262/a7fb6a97_original.jpg",40.728544498314,-73.9796553173556,-31.3439214279679,3.5
"319",298301,2339,"Lovely 2 Bedroom East Village Nest","Apartment","Entire home/apt",2011-12-29,2016-11-02,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",258.6,64649,0.772,51,66,4.6,2,1,4,2016-11-01,100,0.05,"False","Strict",250,80,50,280,5600,1400,"Anytime after 3PM","11AM",3,250,74,42,14,"False","Yes","https://www.airbnb.com/rooms/298301","https://a1.muscache.com/im/pictures/34833226/8885e6f3_original.jpg",40.7221055659624,-73.9835875057007,12.6682163027652,4.66666666666667
"320",2824253,7286966,"TONIGHT! East Village! Just Right!","Apartment","Private room",2014-04-17,2016-11-01,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",94.72,32680,0.964,64,109,4.5,1,1,2,2016-09-06,100,13.43,"False","Strict",NA,20,20,131,3300,777,"Anytime after 4PM","11AM",1,345,13,8,9,"False","Yes","https://www.airbnb.com/rooms/2824253","https://a1.muscache.com/im/pictures/36637836/fea7c417_original.jpg",40.7253405460174,-73.9800061389372,-75.6069162930455,4.5
"334",14359464,981372,"Finest 2 Bedroom Apt. in East Village","Apartment","Entire home/apt",2016-08-04,2016-10-31,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",302.05,6645,0.367,6,8,3,2,1,8,2016-10-30,100,0.78,"False","Strict",300,99,25,248,4172,1043,"Anytime after 3PM","11AM",1,22,38,1,28,"False","Yes","https://www.airbnb.com/rooms/14359464","https://a2.muscache.com/im/pictures/17003148-14a5-40d2-a689-308aebe0823b.jpg",40.7302461773592,-73.9811835282366,33.4553596218805,9.33333333333333
"336",14168118,3346513,"Cozy lower Manhattan apt w/balcony","Apartment","Entire home/apt",2016-07-23,2016-11-02,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",140.62,1125,0.727,1,1,5,1,1,3,2016-08-27,100,699.38,"False","Strict",450,45,35,180,3780,945,NA,NA,5,8,26,58,8,"False","No","https://www.airbnb.com/rooms/14168118","https://a2.muscache.com/im/pictures/b6aa72f4-2f4e-4ebc-81c5-c1cf3cb48b73.jpg",40.7288253126582,-73.9786901913551,-28.0881408158394,4
"348",11827603,63008763,"Great East Village Apartment","Apartment","Private room",2016-03-12,2016-10-31,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",123.02,6520,0.93,3,7,4.7,1,1,2,2016-10-29,100,63.6,"False","Flexible",150,50,NA,170,3360,840,NA,NA,2,53,78,52,8,"False","No","https://www.airbnb.com/rooms/11827603","https://a2.muscache.com/im/pictures/2080fba6-a9d1-481a-8741-92f7e78a9445.jpg",40.7283309001365,-73.9802342498268,-29.9426969051739,4
"367",2764713,3245992,"Modern East Village Studio","Apartment","Entire home/apt",2014-04-09,2016-10-31,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",156.25,5625,0.621,9,10,4.6,0,1,2,2016-07-20,69,318.93,"False","Flexible",NA,25,NA,175,4200,900,NA,NA,2,36,25,305,6,"False","No","https://www.airbnb.com/rooms/2764713","https://a0.muscache.com/im/pictures/81387229/5615091e_original.jpg",40.7258213132902,-73.9775286638709,74.0358440673973,6
"394",11573292,59493714,"Cool East Village apt","Apartment","Private room",2016-02-27,2016-10-31,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",87,348,0.174,2,0,NA,1,1,2,2016-05-26,71,416.08,"False","Flexible",NA,30,NA,139,3052,763,NA,NA,3,4,21,218,10,"False","No","https://www.airbnb.com/rooms/11573292","https://a2.muscache.com/im/pictures/f2ff29ba-93da-441a-83a3-cb9038c1846f.jpg",40.7236657843149,-73.9840126470913,-69.2002478595861,5
"397",2155583,10999883,"Authentic East Village Apartment","Apartment","Private room",2014-01-02,2016-11-02,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",209.94,25193,0.423,19,24,4.2,1,1,4,2016-10-28,100,47.47,"False","Strict",500,NA,NA,155,4340,1650,"Flexible","12AM (midnight)",3,120,210,36,6,"False","No","https://www.airbnb.com/rooms/2155583","https://a0.muscache.com/im/pictures/48934924/9f1149f8_original.jpg",40.7209837248016,-73.9798441945634,44.4694101385727,3
"406",506571,2349977,"Large sunny 1br apt in East Village","Apartment","Entire home/apt",2012-05-28,2016-11-01,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",194.74,13242,0.548,12,17,4.6,1,1,2,2016-10-17,100,342.33,"False","Strict",200,75,20,255,3000,860,"Flexible",NA,2,68,112,186,18,"False","No","https://www.airbnb.com/rooms/506571","https://a1.muscache.com/im/pictures/46045416/18ccae02_original.jpg",40.7275622136573,-73.9793893026861,9.84410441210013,9
"410",8207003,4307662,"Comfy East Village Studio","Apartment","Entire home/apt",2015-09-03,2016-10-31,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",134.67,1616,0.667,2,3,4.3,0,1,2,2016-07-06,100,1417.12,"False","Flexible",NA,NA,NA,120,3360,840,NA,NA,4,12,10,344,14,"False","No","https://www.airbnb.com/rooms/8207003","https://a0.muscache.com/im/pictures/108296278/404689fb_original.jpg",40.725554196416,-73.9771285964436,39.5056402497489,14
"413",7327096,33300449,"Modern 1 BR in the East Village","Apartment","Entire home/apt",2015-07-11,2016-11-01,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",120,1920,0.552,7,2,5,1,1,4,2016-02-22,NA,NA,"False","Moderate",150,NA,NA,120,3360,840,NA,NA,1,16,13,245,13,"False","Yes","https://www.airbnb.com/rooms/7327096","https://a2.muscache.com/im/pictures/20cdf90a-acf3-4399-9d7d-86b53c8d8a95.jpg",40.7286909410013,-73.9765304858471,-49.0262562140013,6.5
"424",13040591,10748631,"Quite, Stylish 1Br in the East Village","Apartment","Entire home/apt",2016-05-15,2016-11-01,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",181.76,4544,0.862,6,5,5,1,1,2,2016-08-19,100,5.52,"False","Moderate",NA,50,NA,175,3500,875,"Flexible",NA,1,25,5,123,19,"False","No","https://www.airbnb.com/rooms/13040591","https://a2.muscache.com/im/pictures/410fe1ac-b6b2-480a-b2ac-4c41c533be99.jpg",40.7234180561189,-73.9841724550885,3.02109092276237,9.5
"430",8569534,45100854,"Cozy 3 BD in the East Village","Apartment","Private room",2015-09-24,2016-11-01,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",96.53,17569,0.695,31,26,4.4,1,1,2,2016-10-25,100,85.68,"False","Strict",150,NA,NA,110,3080,770,NA,NA,3,182,85,99,8,"False","No","https://www.airbnb.com/rooms/8569534","https://a2.muscache.com/im/pictures/108879003/37b57988_original.jpg",40.7211826177598,-73.978647871382,-72.1781408158394,4
"458",9024874,410665,"Beautiful Apartment in East Village","Apartment","Entire home/apt",2015-10-20,2016-10-31,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",149.88,18285,0.924,15,10,5,1,1,2,2016-10-27,100,370.02,"False","Strict",250,70,NA,215,4060,1015,NA,NA,3,122,39,205,8,"False","No","https://www.airbnb.com/rooms/9024874","https://a2.muscache.com/im/pictures/6ebc4bd1-73f8-45a5-8265-7bc4aa57d663.jpg",40.7232006488882,-73.985606727136,-18.8281408158394,4
"474",15034937,94956350,"Comfy Private Studio in NYC East Village","Apartment","Entire home/apt",2016-09-13,2016-10-31,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",119.91,719,1,3,2,5,0,1,2,2016-10-30,NA,1440,"False","Strict",300,85,30,194,3052,763,"Anytime after 3PM",NA,1,6,0,24,7,"False","Yes","https://www.airbnb.com/rooms/15034937","https://a2.muscache.com/im/pictures/2346952a-9d6a-43b7-8579-4316afcd24c4.jpg",40.7286188281151,-73.9776567655485,20.3316246795258,7
"479",4995083,25748492,"East Village Studio","Apartment","Entire home/apt",2014-12-26,2016-11-01,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",134.01,21709,0.926,13,8,4.4,0,1,2,2016-06-01,0,1440,"False","Strict",NA,20,NA,140,3360,840,NA,NA,1,162,33,171,5,"False","No","https://www.airbnb.com/rooms/4995083","https://a2.muscache.com/im/pictures/107880201/b65a694a_original.jpg",40.7295408145647,-73.9833704578129,37.6691756339378,5
"495",13175659,37234285,"Spacious East Village Room","Apartment","Private room",2016-05-24,2016-10-31,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",99.26,2680,0.9,6,5,4,1,1,1,2016-08-10,0,1440,"False","Moderate",NA,15,50,135,3360,840,"Flexible","12PM (noon)",1,27,32,94,17,"False","No","https://www.airbnb.com/rooms/13175659","https://a2.muscache.com/im/pictures/1d972909-b133-4c07-8505-1c4c5d847216.jpg",40.7244039053798,-73.9850588703727,-76.2413581228255,8.5
"497",2037632,1415489,"Cute East Village 1 Bedroom Apt","Apartment","Entire home/apt",2013-12-06,2016-11-01,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",142.79,4712,0.943,2,15,4.8,1,1,2,2016-07-27,100,792.27,"False","Strict",300,70,20,140,3920,980,NA,NA,3,33,10,323,8,"False","No","https://www.airbnb.com/rooms/2037632","https://a0.muscache.com/im/pictures/28079218/8673b2e7_original.jpg",40.7278222800844,-73.9809493794515,-25.9181408158394,4
"507",6759088,3413390,"True Gem in the East Village","Apartment","Entire home/apt",2015-06-07,2016-11-01,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",172.37,20857,0.695,17,16,3.9,1,1,4,2016-10-13,100,720.79,"False","Strict",300,100,50,250,3200,950,"Anytime after 3PM","11AM",1,121,60,185,16,"False","No","https://www.airbnb.com/rooms/6759088","https://a2.muscache.com/im/pictures/95073363/be146d25_original.jpg",40.7247312491298,-73.9824306390091,-9.28834463348782,8
"523",5779752,19498957,"East Village with 2x Balcony + Roof","Apartment","Private room",2015-03-25,2016-11-01,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",165.83,995,0.75,2,4,4.8,1,1,2,2016-05-21,100,75.1,"False","Moderate",NA,75,NA,200,3500,850,NA,NA,3,6,9,351,17,"False","No","https://www.airbnb.com/rooms/5779752","https://a2.muscache.com/im/pictures/84146536/147a9974_original.jpg",40.7248145205516,-73.9821620443026,-9.67135812282553,8.5
"526",13998293,2714018,"Sunny Designers Home w/Terrace - Heart of Downtown","Apartment","Entire home/apt",2016-07-13,2016-11-02,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",177.71,3021,0.944,5,2,4.5,1,1,2,2016-09-21,100,77.35,"False","Strict",150,60,NA,210,4200,1050,"Flexible",NA,3,17,1,74,17,"False","No","https://www.airbnb.com/rooms/13998293","https://a2.muscache.com/im/pictures/d49c7fa2-e978-432b-9287-18da1ef5cc9e.jpg",40.7219080677287,-73.981300175707,-5.56712011069389,8.5
"527",9373167,3289567,"E.village Uber cool Ensuite room","Apartment","Private room",2015-11-08,2016-11-01,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",165.93,4480,0.443,3,1,NA,1,1,1,2016-09-04,100,38.35,"False","Strict",600,250,50,360,3080,770,"12:00 PM (noon)","11AM",2,27,276,32,9,"False","Yes","https://www.airbnb.com/rooms/9373167","https://a2.muscache.com/im/pictures/9cc59a3b-018a-4f10-a247-e48b2e11345e.jpg",40.7250180555428,-73.9783484944322,-4.3969162930455,4.5
"533",9861881,4161703,"Cozy NYC Apartment for the Holidays","Apartment","Entire home/apt",2015-12-06,2016-10-31,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",120.71,845,0.583,1,0,NA,2,1,6,2016-01-05,100,0.03,"False","Strict",500,90,25,220,3640,910,NA,NA,1,7,5,293,11,"False","No","https://www.airbnb.com/rooms/9861881","https://a2.muscache.com/im/pictures/a2b36775-ea81-4cb7-897f-b6de1bc9735b.jpg",40.7273539988664,-73.9841265419439,-120.365457265617,3.66666666666667
"538",14122281,27502038,"Perfect East Village 1bd, clean, comfortable, nice","Apartment","Entire home/apt",2016-07-21,2016-10-31,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",168.75,675,1,1,2,4.5,1,1,2,2016-10-19,100,412.83,"False","Strict",300,50,30,200,4200,1050,"Anytime after 3PM","12PM (noon)",2,4,2,86,10,"False","No","https://www.airbnb.com/rooms/14122281","https://a2.muscache.com/im/pictures/80b77cd9-bc7e-4c43-868e-ca011e4c9434.jpg",40.7291447550196,-73.9829397238014,-3.19569177025155,5
"566",4645969,1472210,"Cozy Studio Apt East Village","Apartment","Entire home/apt",2014-11-02,2016-11-02,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",111.26,26925,0.801,40,51,4.3,0,1,2,2016-10-29,100,131.37,"False","Moderate",NA,NA,NA,120,3360,840,"Anytime after 2PM","2PM",5,242,70,54,5,"False","No","https://www.airbnb.com/rooms/4645969","https://a2.muscache.com/im/pictures/f0573dec-0dc4-475e-a082-eec594c68529.jpg",40.7226838492248,-73.9819443788367,22.6949376218062,5
"575",13151639,29688579,"Large, quiet room - East Village / Lower East Side","Apartment","Private room",2016-05-22,2016-11-01,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",90.04,4412,0.79,6,8,4.9,1,1,2,2016-10-03,100,448.68,"False","Moderate",NA,20,15,109,2492,623,"Flexible","11AM",1,49,20,53,8,"False","No","https://www.airbnb.com/rooms/13151639","https://a2.muscache.com/im/pictures/954ef0d7-0fba-4850-879e-4fb7ad08849f.jpg",40.7239132451021,-73.9838145066373,-70.892378827971,4
"581",12420694,20471565,"Spacious room with private rooftop!","Apartment","Private room",2016-04-12,2016-11-01,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",150,6150,1,3,0,NA,1,2,2,2016-08-15,100,670.47,"False","Flexible",NA,NA,NA,150,4200,1050,NA,NA,3,41,50,92,7,"False","No","https://www.airbnb.com/rooms/12420694","https://a2.muscache.com/im/pictures/a6805eff-1cc7-46de-9d89-1133c972b3c5.jpg",40.7252246843689,-73.9811387053035,-65.1146505795536,2.33333333333333
"593",13898799,3521861,"East Village life","Apartment","Private room",2016-07-07,2016-11-01,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",108.54,2605,0.8,4,1,5,1,1.5,2,2016-10-28,100,73.67,"False","Flexible",NA,50,NA,170,3360,840,NA,NA,6,24,43,25,13,"False","No","https://www.airbnb.com/rooms/13898799","https://a2.muscache.com/im/pictures/0a429a7f-4ec7-43fd-9d3f-b9e763852f46.jpg",40.7214048522721,-73.9805010321458,-84.4019388669969,5.2
"613",475472,1752089,"East Village 1 bedroom/ 1 bath Flat","Apartment","Entire home/apt",2012-05-11,2016-10-31,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",126.03,15880,0.863,13,12,4.8,1,1,3,2016-08-07,60,741.95,"False","Strict",NA,NA,NA,105,2850,800,NA,NA,5,126,41,76,5,"False","Yes","https://www.airbnb.com/rooms/475472","https://a0.muscache.com/im/pictures/102148954/1890ffea_original.jpg",40.7209877612614,-73.9794382626259,-37.8218143842213,2.5
"616",5396240,8819541,"Queen Room in Best Neighborhood II","Apartment","Private room",2015-02-17,2016-10-31,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",118.58,2727,0.605,5,4,4,1,1,2,2016-10-19,100,7.72,"True","Strict",200,50,25,178,3584,896,NA,NA,1,23,78,265,13,"False","No","https://www.airbnb.com/rooms/5396240","https://a1.muscache.com/im/pictures/67367656/d8e098fb_original.jpg",40.7229887877977,-73.9845803301903,-58.2220182018697,6.5
"619",3666146,10639971,"Huge Luxury East Village 1 Bedroom","Apartment","Entire home/apt",2014-07-20,2016-11-02,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",523.1,37140,0.366,16,13,4.6,1,1,4,2016-10-19,100,235.64,"False","Strict",1500,150,125,770,15000,2750,"Anytime after 3PM","12PM (noon)",1,71,246,49,8,"False","No","https://www.airbnb.com/rooms/3666146","https://a1.muscache.com/im/pictures/48046374/57236962_original.jpg",40.7217423210115,-73.9839371656679,354.391859184161,4
"629",555206,1925503,"Spacious Room/Hip East Village Apt!","Apartment","Private room",2012-06-23,2016-11-01,"United States","New York","New York",10009,"East Village","New York-Newark-Jersey City, NY-NJ-PA Metro Area",122.56,9928,0.757,12,63,4.8,1,1,2,2016-10-26,100,488.46,"True","Strict",100,100,200,215,3150,909,"Anytime after 3PM","10AM",14,81,90,195,26,"False","No","https://www.airbnb.com/rooms/555206","https://a1.muscache.com/im/pictures/12466074/53d4c18b_original.jpg",40.72718216552,-73.981200900107,-75.2860994055483,13
